Admitted,Disposition_binary,Place,F_Aid,Species_e,Sex_e,Age_e,Brought_in_after,season,r,G_O
1992-04-04,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1992-04-05,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1992-04-04,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,found inside,Non-selasphorus spp.
1992-04-07,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
1992-04-08,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,caught by domestic animal,Selasphorus spp.
1992-04-09,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found inside,Selasphorus spp.
1992-04-10,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1992-04-10,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,caught by domestic animal,Non-selasphorus spp.
1992-04-10,Released,Lindsey,No,ANHU,Female-like ,adult-like,22,Spring,unknown,Non-selasphorus spp.
1992-04-11,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,found on the ground,Non-selasphorus spp.
1992-04-11,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,caught by domestic animal,Selasphorus spp.
1992-04-12,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
1992-04-13,Died,Lindsey,No,ANHU,Female-like ,adult-like,10,Spring,found on the ground,Non-selasphorus spp.
1992-04-13,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1992-04-13,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
1992-04-14,Released,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,caught by domestic animal,Selasphorus spp.
1992-04-14,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found inside,Selasphorus spp.
1992-04-17,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1992-04-18,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,caught by domestic animal,Selasphorus spp.
1992-04-18,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
1992-04-18,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
1992-04-20,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
1992-04-22,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1992-04-22,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,suspect torpor-like state,Non-selasphorus spp.
1992-04-24,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1992-04-25,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,5,Spring,unknown,Non-selasphorus spp.
1992-04-25,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1992-04-25,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found inside,Non-selasphorus spp.
1992-04-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
1992-04-26,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Spring,caught by domestic animal,Selasphorus spp.
1992-04-27,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1992-04-28,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1992-05-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1992-05-06,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1992-05-07,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1992-05-09,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1992-05-09,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1992-05-10,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1992-05-11,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.
1992-05-11,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.
1992-05-12,Died,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,caught by domestic animal,Selasphorus spp.
1992-05-14,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1992-05-18,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,3,Spring,found on the ground,Non-selasphorus spp.
1992-05-19,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found inside,Non-selasphorus spp.
1992-05-19,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.
1992-05-17,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
1992-05-17,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
1992-05-01,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,window hit,Selasphorus spp.
1992-05-22,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1992-05-23,Died,Lindsey,No,Selasphorus,unknown,Nestling,1,Spring,caught by domestic animal,Selasphorus spp.
1992-05-24,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1992-05-24,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1992-05-25,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1992-05-26,Released,Lindsey,No,ANHU,Female-like ,adult-like,3,Spring,unknown,Non-selasphorus spp.
1992-05-27,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.
1992-05-28,Died,Lindsey,Yes,Selasphorus,unknown,Nestling,1,Spring,caught by domestic animal,Selasphorus spp.
1992-05-28,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1992-05-31,Died,Lindsey,No,ANHU,Female-like ,adult-like,2,Spring,found on the ground,Non-selasphorus spp.
1992-06-01,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.
1992-06-01,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.
1992-06-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-01,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
1992-06-02,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1992-06-03,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1992-06-04,Died,Lindsey,Yes,BCHU,Female-like ,adult-like,4,Summer,nest-related,Non-selasphorus spp.
1992-06-04,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found inside,Non-selasphorus spp.
1992-06-05,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.
1992-06-06,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,nest-related,Non-selasphorus spp.
1992-06-06,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-07,Died,Lindsey,No,Selasphorus,unknown,Nestling,1,Summer,nest-related,Selasphorus spp.
1992-06-07,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,unknown,Non-selasphorus spp.
1992-06-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-08,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1992-06-11,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-11,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
1992-06-11,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
1992-06-12,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.
1992-06-13,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-13,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
1992-06-15,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found inside,Non-selasphorus spp.
1992-06-15,Released,Lindsey,No,Selasphorus,unknown,Nestling,0,Summer,nest-related,Selasphorus spp.
1992-06-15,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,suspect torpor-like state,Non-selasphorus spp.
1992-06-16,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,window hit,Selasphorus spp.
1992-06-17,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-21,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.
1992-06-21,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-12,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Summer,unknown,Non-selasphorus spp.
1992-06-12,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Summer,unknown,Non-selasphorus spp.
1992-06-22,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
1992-06-23,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.
1992-06-25,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-26,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
1992-06-26,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,unknown,Non-selasphorus spp.
1992-06-28,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-06-29,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1992-07-02,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-07-03,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,caught by domestic animal,Selasphorus spp.
1992-07-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-07-06,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.
1992-07-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
1992-07-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1992-07-18,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,9,Summer,found on the ground,Non-selasphorus spp.
1992-07-09,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
1992-07-12,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Summer,window hit,Non-selasphorus spp.
1992-07-18,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.
1992-07-20,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1992-07-20,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-07-23,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
1992-07-25,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-07-25,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,unknown,Selasphorus spp.
1992-07-25,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found inside,Non-selasphorus spp.
1992-07-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
1992-07-29,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.
1992-08-02,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,suspect torpor-like state,Non-selasphorus spp.
1992-08-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-08-04,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-08-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1992-08-11,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1992-08-14,Died,Lindsey,Yes,BCHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1992-08-23,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1992-08-25,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,found on the ground,Selasphorus spp.
1992-09-02,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,3,Fall,window hit,Non-selasphorus spp.
1992-10-30,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Fall,found on the ground,Non-selasphorus spp.
1992-11-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Fall,unknown,Non-selasphorus spp.
1992-11-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found inside,Non-selasphorus spp.
1992-11-04,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
1992-11-23,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.
1992-12-14,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Winter,unknown,Non-selasphorus spp.
1992-12-14,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Winter,unknown,Non-selasphorus spp.
1992-12-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.
1992-12-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.
1992-12-22,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
1993-01-10,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.
1993-01-30,Released,Lindsey,No,ANHU,Female-like ,adult-like,8,Winter,unknown,Non-selasphorus spp.
1993-02-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
1993-01-15,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
1993-02-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.
1993-02-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,suspect torpor-like state,Non-selasphorus spp.
1993-02-11,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,caught by domestic animal,Non-selasphorus spp.
1993-02-13,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
1993-02-14,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
1993-02-14,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
1993-02-21,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.
1993-02-24,Died,Lindsey,No,ANHU,Female-like ,adult-like,3,Winter,caught by domestic animal,Non-selasphorus spp.
1993-02-22,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
1993-02-26,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.
1993-03-01,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
1993-03-01,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1993-03-01,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1993-03-02,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1993-03-02,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1993-03-02,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1993-03-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1993-03-07,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,found inside,Non-selasphorus spp.
1993-03-08,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Spring,found on the ground,Non-selasphorus spp.
1993-03-12,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
1993-03-12,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.
1993-03-14,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Spring,unknown,Non-selasphorus spp.
1993-03-15,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.
1993-03-16,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1993-03-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1993-03-15,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
1993-03-18,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1993-03-21,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,3,Spring,found on the ground,Non-selasphorus spp.
1993-03-20,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.
1993-03-20,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
1993-03-21,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
1993-03-22,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1993-03-22,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1993-03-21,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1993-03-21,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1993-03-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,2,Spring,caught by domestic animal,Non-selasphorus spp.
1993-03-26,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1993-03-26,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
1993-03-27,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found inside,Non-selasphorus spp.
1993-03-30,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
1993-04-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1993-04-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1993-04-03,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,suspect torpor-like state,Non-selasphorus spp.
1993-04-04,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1993-04-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1993-04-05,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,unknown,Non-selasphorus spp.
1993-04-05,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1993-04-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1993-04-06,Released,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,nest-related,Selasphorus spp.
1993-04-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,8,Spring,found on the ground,Non-selasphorus spp.
1993-04-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1993-04-08,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1993-04-09,Died,Lindsey,Yes,Non-selasphorus,unknown,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
1993-04-09,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1993-04-09,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1993-04-10,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
