"","Age_e","season","r","Heat","Fluids","Steroid","NSAID","Antibiotic","G_O","Sex_e","predicted_disposition"
"252","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"253","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"254","adult-like","Winter","suspect torpor-like state",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.0573574156858174
"255","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"256","adult-like","Winter","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.287819469881965
"257","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.123367740315857
"258","adult-like","Winter","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250501465015135
"259","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"260","Nestling","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.56839952890101
"261","Nestling","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.56839952890101
"262","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"263","Nestling","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.526547517493053
"264","adult-like","Winter","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.287819469881965
"265","adult-like","Winter","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.287819469881965
"266","adult-like","Winter","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250501465015135
"267","Nestling","Winter","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.573505471526507
"268","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"269","adult-like","Winter","suspect torpor-like state",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.0573574156858174
"270","Nestling","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.56839952890101
"271","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"272","Nestling","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.56839952890101
"273","adult-like","Spring","window hit",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.346377363041384
"274","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"275","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"276","adult-like","Spring","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.196359451596741
"277","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"278","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"279","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"280","adult-like","Spring","window hit",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.218138075761222
"281","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"282","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"283","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"284","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"285","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"286","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"287","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"288","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"289","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"290","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"291","adult-like","Spring","window hit",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.218138075761222
"292","adult-like","Spring","found on the ground",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.316986247428059
"293","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"294","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"295","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"296","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"297","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"298","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"299","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"300","adult-like","Spring","found on the ground",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.316986247428059
"301","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"302","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"303","adult-like","Spring","window hit",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.218138075761222
"304","adult-like","Spring","window hit",1,0,1,0,0,"Selasphorus spp.","Female-like ",0.182419053519549
"305","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"306","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"307","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"308","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"309","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.407302276088932
"310","adult-like","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.412343651357241
"311","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"312","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"313","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"314","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"315","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"316","adult-like","Spring","found on the ground",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.316986247428059
"317","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.407302276088932
"318","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"319","adult-like","Spring","found on the ground",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.316986247428059
"320","adult-like","Spring","unknown",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.359443876699471
"321","adult-like","Spring","unknown",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.425482688740356
"322","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.407302276088932
"323","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.407302276088932
"324","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"325","adult-like","Spring","found on the ground",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.379850251003313
"326","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"327","adult-like","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.412343651357241
"328","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"329","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"330","adult-like","Spring","found inside",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.40376111694237
"331","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"332","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"333","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"334","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"335","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"336","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"337","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"338","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"339","Nestling","Summer","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.69834133675227
"340","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"341","adult-like","Summer","found on the ground",0,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.243538578557168
"342","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"343","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"344","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"345","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"346","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"347","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"348","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"349","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"350","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"351","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"352","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"353","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"354","adult-like","Summer","suspect torpor-like state",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.0948210602257642
"355","adult-like","Summer","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.39652232349081
"356","Nestling","Summer","unknown",1,0,0,0,0,"Selasphorus spp.","unknown",0.6492896882029
"357","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"358","adult-like","Summer","window hit",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.344462524200356
"359","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.315141799544965
"360","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.377842369138317
"361","adult-like","Fall","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181730801485928
"362","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"363","adult-like","Fall","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.202305630422032
"364","adult-like","Fall","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.261680846992285
"365","adult-like","Fall","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.202305630422032
"366","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"367","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"368","adult-like","Fall","window hit",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.0964777797053554
"369","adult-like","Fall","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.202305630422032
"370","adult-like","Fall","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.254874132668521
"371","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"372","adult-like","Fall","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.202305630422032
"373","adult-like","Fall","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181730801485928
"374","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.123367740315857
"375","adult-like","Winter","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.339828622521729
"376","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"377","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"378","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"379","adult-like","Winter","found inside",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.237755558602256
"380","adult-like","Winter","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306089197863118
"381","Nestling","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.526547517493053
"382","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"383","Nestling","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.56839952890101
"384","Nestling","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.56839952890101
"385","Nestling","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.526547517493053
"386","Nestling","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.526547517493053
"387","adult-like","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.283565906895393
"388","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"389","Nestling","Winter","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.56839952890101
"390","adult-like","Winter","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306089197863118
"391","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"392","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"393","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"394","adult-like","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.475605333788592
"395","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"396","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"397","Nestling","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.700122382053803
"398","Nestling","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658797283099733
"399","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"400","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"401","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"402","adult-like","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.412343651357241
"403","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"404","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"405","Nestling","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.700122382053803
"406","Nestling","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.700122382053803
"407","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"408","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
